majority_protein_id	logFC	AveExpr	t	P.Value	adj.P.Val	B
339	P04693	-1.31558146363429	26.6080593589348	-10.8299866585445	4.54978206225498e-06	6.51482387559402e-05	4.83321561992652
340	P0A9D2	-1.00229784317906	29.3302768518343	-10.8277929365078	4.55675811088658e-06	6.51482387559402e-05	4.83162471763408
342	P0A9H3	-1.92235951717201	25.4384654531255	-10.812003635684	4.60732209724521e-06	6.5469840909066e-05	4.82016465792198
343	P0A8J8	-1.38005305351303	27.8744849732072	-10.808153400813	4.61974701589111e-06	6.5469840909066e-05	4.81736756633194
344	P62136;P62136-2;E9PDP1;E9PMD7;A6NNR3	1.11046648336323	30.8901222407566	10.8040204457033	4.63312595612399e-06	6.5469840909066e-05	4.81436397400111
345	P10408	-1.08271708017355	29.5091777185473	-10.7962012983209	4.65855616512192e-06	6.56383812135004e-05	4.80867831827844
346	P32132	-1.17181611035183	29.550282437441	-10.7825478304722	4.70333601621712e-06	6.58384022562086e-05	4.79874036306467
347	P0AC62	-1.00006760672861	29.908260297196	-10.7797228438863	4.71266115415559e-06	6.58384022562086e-05	4.79668256499035
348	P45425	-3.37721324438806	23.4406569127508	-10.7795038520523	4.71338489717354e-06	6.58384022562086e-05	4.79652302274788
349	P0ACY1	-1.17513223524845	28.3004914061835	-10.7715374607699	4.7397975047839e-06	6.60176380250846e-05	4.79071705568967
352	P0A9A9	-1.2581899117424	28.5899001374489	-10.7353679088815	4.86181551035875e-06	6.70277089641099e-05	4.76430225151374
357	P27348;B4DMT8;E9PG15	1.09436891100848	30.3305837177588	10.7144706714678	4.93390910953082e-06	6.71813226370568e-05	4.74900031397355
358	P77499	-1.30837881833997	27.4533500297178	-10.7093586736031	4.95172629285005e-06	6.72355908087823e-05	4.7452525316362
359	P26612	-1.48037560891058	27.4405712467621	-10.7045613001387	4.96851227926725e-06	6.72755938426688e-05	4.74173378653832
361	P02924	-1.30771671057776	27.5577935336778	-10.6963586410892	4.99736077887111e-06	6.72913317066273e-05	4.7357137078944
363	Q9NVJ2;Q96BM9	3.04479984621395	25.2862349418281	10.6851416866641	5.03711375989825e-06	6.74203158525363e-05	4.72747392400271
365	F6XY72	2.54711253183458	24.4072087084018	10.6662359740191	5.10491757605336e-06	6.78929646392593e-05	4.71356657106516
366	P33362	-1.38211458255514	28.2391905219884	-10.6643118798084	5.11187514049967e-06	6.78929646392593e-05	4.71214979865142
367	P0A780	-1.60881606802992	27.2072617991063	-10.6427507663063	5.19056909320509e-06	6.86187386887972e-05	4.69625622425149
368	P0ABC7	-1.04833512477305	29.2295104051262	-10.6416145843365	5.19475330949956e-06	6.86187386887972e-05	4.69541780938974
369	P30086;B4DRT4	1.01919199678237	30.4473802209138	10.6350785098768	5.21889699049035e-06	6.87508354221506e-05	4.69059295854459
370	P69786	-1.13946413875321	30.4082414411535	-10.6190622908696	5.27859101966451e-06	6.91912944324458e-05	4.67875749878103
372	P0A8C1	-1.19842503480725	28.0239106807285	-10.6101684914136	5.31206810868646e-06	6.94138792374325e-05	4.67217760631433
374	P0A953	-1.14197140833613	31.4095939808887	-10.5835536057394	5.41367382805867e-06	7.03632847010513e-05	4.65245435234997
375	P23827	-1.4372770219766	28.7325051534211	-10.5774194263373	5.43739841581621e-06	7.04831831980869e-05	4.6479015685207
376	P61320	-1.35628999645883	27.541604493238	-10.5702303238507	5.46535091888104e-06	7.0657103235853e-05	4.64256248589815
377	P0A786	-1.20535282258459	29.8597636845459	-10.5613840761614	5.49996714392161e-06	7.07610781568742e-05	4.63598775718267
380	P0A9L8	-1.13599226282248	29.5272689901186	-10.5516090217009	5.53850290490461e-06	7.08491121598456e-05	4.62871636519517
381	P16681	-1.45022628807518	29.0714973871046	-10.5426906520088	5.57392456481106e-06	7.11150848019594e-05	4.62207641066093
384	P06715	-1.15321134302101	28.6436689444118	-10.5093985378316	5.70840546864921e-06	7.20534230023046e-05	4.59724034452156
385	P0A9C3	-1.09450933862107	28.553214864865	-10.5069526534254	5.71842738725804e-06	7.20534230023046e-05	4.59541263480434
386	P08312	-1.18030190564026	28.5945922193874	-10.5061831891396	5.72158429929841e-06	7.20534230023046e-05	4.59483755849228
387	P23839	-1.14710180855515	27.9822380667676	-10.4884328643957	5.79495223984878e-06	7.27887928628034e-05	4.58155988367352
388	P37773	-1.94563781819031	26.5416927449239	-10.4806402054619	5.82749319588491e-06	7.30088773845272e-05	4.57572376872936
393	P00393	-1.44440686420416	27.9634234068373	-10.427041465047	6.05692042582283e-06	7.49177867428112e-05	4.53546591874541
396	P0A887	-1.27196808393297	28.2471127767346	-10.4134204320654	6.11681990973732e-06	7.5085509043518e-05	4.52520268974282
397	P23538	-1.03774773003413	29.6606610876933	-10.397302255911	6.18855670940247e-06	7.5774746006059e-05	4.51304081455246
398	P00959	-1.1484489509175	28.7902072228089	-10.3791112414159	6.27064948993462e-06	7.65870029411362e-05	4.49929258992601
403	P0A9Q5	-1.14843300649397	28.9555386666355	-10.3454770290309	6.4256563856721e-06	7.71652297098132e-05	4.47381037008948
404	P0AGE6	-1.73082725949807	25.7210607059175	-10.3452496330918	6.42671881811366e-06	7.71652297098132e-05	4.47363781184353
405	P06612	-1.30100004852596	27.7931720254055	-10.3447373636687	6.42911294640492e-06	7.71652297098132e-05	4.47324906517089
406	P0AE18	-1.21759398254803	27.5836120398627	-10.3374787245847	6.46314394647737e-06	7.73826175463706e-05	4.46773865949092
407	P41052	-1.57362711689589	25.7495044727269	-10.3296275735648	6.50017940624633e-06	7.76348208691976e-05	4.46177417240932
408	P33018	-2.177426167979	24.8026012494958	-10.3188695663614	6.55131239670593e-06	7.79106056544435e-05	4.45359413499761
409	P76143	-1.4043899201229	27.8251042577349	-10.3180291888123	6.55532559404802e-06	7.79106056544435e-05	4.45295478732225
410	P09372	-1.08360841470299	30.4224663144145	-10.2930146093583	6.67604775397327e-06	7.89940041752984e-05	4.43390064019131
411	P10384	-2.23447656629523	26.0959664045537	-10.2924127332008	6.67898286690962e-06	7.89940041752984e-05	4.43344161955676
412	P69054	-1.35858735243788	28.3833862379084	-10.2888675743093	6.69630046706464e-06	7.90065936174787e-05	4.43073737207438
413	P0A6W5	-1.22086239587485	28.4234999414931	-10.2776242308193	6.75155502271431e-06	7.91818657720647e-05	4.42215491256195
416	P0AE06	-1.03862532094876	28.67081287682	-10.2669836477379	6.80431645271811e-06	7.91818657720647e-05	4.41402409853869
418	P0ABQ0	-1.27747452149748	26.4338430953037	-10.2577668536471	6.85039016649291e-06	7.91818657720647e-05	4.40697458546415
420	P46130	-1.23573020536214	26.9824834707247	-10.248955138906	6.89476475626455e-06	7.91818657720647e-05	4.40022910860302
422	P61714	-1.34029606666594	30.2822576221758	-10.2435202864387	6.92229385577302e-06	7.91818657720647e-05	4.39606583608092
423	P03841	-1.11939019343314	28.2313284261818	-10.2397396714417	6.94151611671443e-06	7.91818657720647e-05	4.3931684903609
424	P30177	-1.16404291838702	29.1171191625652	-10.2396343053039	6.94205269584408e-06	7.91818657720647e-05	4.39308772606896
425	P0AER3	-2.20615131631124	24.3984233850014	-10.2383466757529	6.94861371583649e-06	7.91818657720647e-05	4.39210067843903
427	P69503	-1.7398931820902	27.858844765536	-10.2369978319232	6.95549407213981e-06	7.91818657720647e-05	4.39106657628442
429	P23836	-1.05144816196661	28.1514972445033	-10.2066642471714	7.11224975698963e-06	8.05889185751202e-05	4.36777589871431
430	P09127	-1.19620581728343	28.1653305687087	-10.2000066004514	7.14717993125686e-06	8.07963759205572e-05	4.36265500305494
431	P13489;H0YCR7	1.29441761544554	28.2652832302004	10.1757875376061	7.27587296088217e-06	8.20486237022016e-05	4.34399879349258
433	P76503	-1.717181606054	24.8387645386264	-10.1639840672149	7.33952893004193e-06	8.21540233614343e-05	4.33489077630518
434	P0AAI3	-1.1011790777758	30.3936260480716	-10.1637832080473	7.3406175259867e-06	8.21540233614343e-05	4.33473569651035
435	P21499	-1.3344116876342	28.0172152854306	-10.1617256037962	7.35177950261755e-06	8.21540233614343e-05	4.33314688509564
436	P21507	-1.18545979147803	28.1623881509357	-10.1482121104244	7.42555918686828e-06	8.27881724939603e-05	4.32270444726636
437	P0ABF6	-1.27181388188393	28.1260738722416	-10.1231810503634	7.56441447488239e-06	8.41432923624789e-05	4.30332615599564
438	P77748	-1.45917879586886	26.9275447149468	-10.1184614826689	7.59091880213177e-06	8.42453340117866e-05	4.29966719533817
439	P15254	-1.27460381069774	27.6450752646329	-10.1114085733161	7.63072017066982e-06	8.44941474934533e-05	4.29419616569732
443	P12004	1.00797281768924	30.2796486636948	10.0726714114122	7.85351902525808e-06	8.58968676489891e-05	4.26408112309618
444	P13482	-1.12794357753162	28.6858452799247	-10.0723747532915	7.8552530442661e-06	8.58968676489891e-05	4.26385006238643
445	P62316	1.15882760832944	31.2215736456418	10.0709777671357	7.86342441962562e-06	8.58968676489891e-05	4.26276189094171
446	P21165	-1.21118518359163	29.7687661748332	-10.066106880585	7.89198992213232e-06	8.60156121333749e-05	4.25896660834427
448	P0ABA4	-1.34623522546221	29.647177147053	-10.0091631220505	8.23467068675394e-06	8.92456781543616e-05	4.21446508765482
449	P05459	-1.17691121299983	28.6477570559667	-10.0052425691553	8.25886807584095e-06	8.92456781543616e-05	4.21139218299904
450	P0A6E4	-1.54009405564113	27.9138111988187	-10.0047702155937	8.26178876146116e-06	8.92456781543616e-05	4.21102187680722
451	P77735	-1.05223318355964	29.4782185624158	-9.99849527635231	8.30069789650026e-06	8.92722854735509e-05	4.2061009753823
455	P0AB98	-3.28531674345321	24.8840366947097	-9.97748989970353	8.51328078060865e-06	9.07485515905994e-05	4.18123507065166
459	P0C018	-1.29964905446543	28.5908524854239	-9.95120588051183	8.60059000094413e-06	9.10838082670794e-05	4.16891985819598
460	P25714	-1.07254037862681	28.5424904176578	-9.93490071373697	8.70677864929081e-06	9.2007936987397e-05	4.15606052081515
461	P07604	-1.31203223110113	26.1155880890995	-9.93023050273969	8.73746264810998e-06	9.21319000704178e-05	4.15237354213238
462	P31677	-1.29656684856846	28.8482531577573	-9.91843929675773	8.81547087424052e-06	9.27532552374094e-05	4.14305734838828
464	P0AE14	-1.803603587207	24.9015308193728	-9.90217097747573	8.92437738742663e-06	9.34943932764673e-05	4.13018631751772
466	P60560	-1.73101661771929	26.1009689790319	-9.89451016299306	8.97618106025945e-06	9.36335110169983e-05	4.12411826556029
472	P68739	-1.77282671726996	25.3116390520031	-9.84298301052324	9.33345822779156e-06	9.59785869595178e-05	4.08318669052061
476	Q00042	-1.68144681801145	25.3415001158536	-9.82635619334979	9.45210836373114e-06	9.642247187717e-05	4.06993505961322
477	P0ACC7	-1.37355396335897	26.9681885527027	-9.82501668298005	9.46174019448881e-06	9.642247187717e-05	4.06886653179319
479	P0A698	-1.30928939904051	28.6632798072555	-9.81679559365263	9.52109477107272e-06	9.65062118902822e-05	4.06230551400597
482	P15042	-1.65742362693309	26.4048456589178	-9.80958116837061	9.57352373022134e-06	9.65495826817551e-05	4.05654355801442
483	P07762	-1.19756583444999	27.0660093432064	-9.80390409381932	9.61500683509869e-06	9.66465271828388e-05	4.0520065927961
486	P0AG90	-1.30784338936115	26.951661554135	-9.79558865253164	9.67613121715696e-06	9.67812219065843e-05	4.04535658415613
488	Q07021;I3L3Q7;I3L3B0	1.14522518207437	30.6144686956921	9.77909218044853	9.79867900633629e-06	9.76052841184441e-05	4.03214809188116
489	P17846	-1.64672838707905	25.1448442510674	-9.75355322397209	9.99183021941524e-06	9.93257396658026e-05	4.01165743199571
490	P77444	-1.33245389321488	26.3856306153828	-9.74880254960891	1.00282260141912e-05	9.93640074905511e-05	4.00784018587814
492	P0A6W9	-1.56775477267047	26.8605153733874	-9.74459163427711	1.00606102621723e-05	9.93996473260556e-05	4.00445516366444
493	P31979	-1.28569287006433	29.6288890876518	-9.72597112310116	1.02052173038532e-05	0.000100623856620752	3.98947000840933
496	P76217	-1.13578915516018	27.7490214424614	-9.69879607611586	1.04204373148469e-05	0.000102124487474739	3.96755140926978
497	P76108	-1.23868993205011	27.8074596641233	-9.68739409215001	1.05122419439847e-05	0.000102649875464401	3.95833751917154
500	P0A915	-1.1293856898086	30.9285816831333	-9.67487377097437	1.06140914557562e-05	0.000103190197132862	3.94820803949303
501	Q00765	1.5786573153038	26.2173596042495	9.66536356519332	1.06921899835589e-05	0.000103741987046068	3.94050555850937
502	P04036	-1.12321950448167	27.3892522046289	-9.64744835720569	1.0841057758889e-05	0.000104835872599295	3.92597618356579
503	P76569	-1.90161901589521	26.8035969358012	-9.64661185637036	1.08480649902171e-05	0.000104835872599295	3.92529715021669
505	P25665	-1.30981451326894	27.7710716198292	-9.63710152564665	1.09280876113071e-05	0.000105126764302513	3.91757317248507
508	P00934	-1.30516313562245	27.0219186184496	-9.6237640224943	1.10414243195103e-05	0.000105654259088858	3.9067287262898
511	P45577	-1.93779736501073	25.8790971630305	-9.61400378546644	1.11251934362063e-05	0.000105830851846182	3.89878386670415
517	P67660	-2.266773570686	23.5706186156732	-9.57956313491719	1.14264989259716e-05	0.000107317886714647	3.8706880417449
520	P0AAX8	-1.41235867923113	27.3540545230783	-9.5599208172741	1.16024082822501e-05	0.000108460205115419	3.85462159702861
527	P77689	-1.66966869584277	26.1417199414682	-9.49826517964403	1.21744889897536e-05	0.000112296377569625	3.80398755125525
530	P0AEN1	-1.39688959151598	26.2298108253186	-9.48067794303997	1.23433896339693e-05	0.000112922083107613	3.78948755957202
533	P0AFT2	-1.66935426910601	25.3668419749583	-9.47672553066277	1.23817054713758e-05	0.000112922083107613	3.78622547417181
534	P76621	-1.44910519873363	26.8823852067634	-9.46803627326398	1.24664087120515e-05	0.000113481671815135	3.77904938858363
535	P0A9H1	-1.19305330988745	27.7191653092831	-9.46549875368738	1.24912662755892e-05	0.00011349541189839	3.77695259426615
537	P33920	-1.73760148316851	25.4623445472782	-9.44272402781425	1.27168578144319e-05	0.00011500272723523	3.75810983642206
540	P00370	-1.24678292757096	27.5746713325457	-9.424861129934	1.28969754734149e-05	0.000115983326468471	3.74330108486957
542	P22188	-1.57570582862024	25.8155701387281	-9.4202934612406	1.29434881506214e-05	0.000116085416789983	3.73951016548483
543	P76372	-1.31688030666246	27.7056444758632	-9.41021383551971	1.30467922487179e-05	0.000116750248291515	3.73113853103802
545	P37689	-1.41024270577931	29.7738721983081	-9.41229983931934	1.31431559648283e-05	0.000117227304853267	3.72502776015922
546	P60906	-1.15367555872222	29.476617838452	-9.39509744436422	1.32034441445169e-05	0.000117480023297114	3.71856788383288
547	P62829;C9JD32;B9ZVP7	1.07634717393121	29.3482671923971	9.39352823361261	1.32198257032548e-05	0.000117480023297114	3.71726186051895
549	P37648	-1.27688279962086	26.4492899929796	-9.37931515519161	1.33692373905342e-05	0.000118374978060814	3.70542330551167
553	P0A6I0	-1.42760523655582	27.5661498362779	-9.34373653485577	1.37515704220855e-05	0.000120479215526451	3.67571512058479
557	P26616	-1.09332890956063	29.6197698523582	-9.33883713158356	1.38051682880546e-05	0.000120479215526451	3.67161585804057
559	P0A796	-1.01365912270547	30.5474876431581	-9.33270324239276	1.38725995095927e-05	0.000120634537059267	3.66648089445431
560	P22564	-2.27628809482496	26.7103770250116	-9.33649461781218	1.39549534548564e-05	0.00012095775243345	3.66188352702776
562	P33643	-1.76128194692309	27.7294092617529	-9.32260451799696	1.39844181994649e-05	0.00012095775243345	3.65801993593191
566	P0AG80	-1.16970096338701	29.0803903886562	-9.30320181311675	1.42020858092965e-05	0.000121788190119294	3.64173992314977
567	P0AFX9	-1.52227124780082	26.6760918401016	-9.29800589066834	1.42610149260907e-05	0.000121788190119294	3.63737488061227
568	P0A8G3	-1.12105393637487	27.7946960645472	-9.29642080015924	1.42790463017751e-05	0.000121788190119294	3.63604281078651
569	P0A7Z0	-1.20383715560965	29.4868836992544	-9.29612880734989	1.4282370669316e-05	0.000121788190119294	3.6357974044297
570	P75728	-1.43889180847139	26.4854194508828	-9.29430513917284	1.43031528409556e-05	0.000121788190119294	3.63426453424152
571	P37636	-1.32727622277641	29.1216832118468	-9.29396029734258	1.43070863795439e-05	0.000121788190119294	3.63397464870062
572	P0A6H1	-1.37518269161312	27.1530773413105	-9.29186876351425	1.43309699132352e-05	0.000121788190119294	3.63221622156392
573	E7ETZ3;Q9BVC6	2.06877309976577	27.1431219748922	9.29292487403077	1.44467450096154e-05	0.000122344298766098	3.625374236663
575	P39321	-1.74408070618477	24.4631475997097	-9.27651731001268	1.45076364595338e-05	0.000122646297095293	3.61929844812455
577	P0A8W2	-1.7381276919385	25.2692990723185	-9.27010276782657	1.45821736762711e-05	0.000122849126933022	3.61389493195882
578	P0ACB2	-1.0393477516914	27.6127115256796	-9.26758621214621	1.46115326184526e-05	0.00012288349491055	3.61177407514051
579	P0A9Z1	-1.05196358260853	27.7244333095125	-9.25442482551351	1.47661546154114e-05	0.000123795781023993	3.60067345600433
580	P77774	-1.20497691393006	28.0816896349722	-9.25401971040867	1.47709428088698e-05	0.000123795781023993	3.60033154044002
581	P0AFD4	-1.53304957473877	26.9443453718098	-9.24730693576891	1.48505357645556e-05	0.000124248630553364	3.59466396523155
583	P42620	-1.02592835020282	28.5941999082641	-9.23653225161233	1.49792916529409e-05	0.000124895946354967	3.58555896058137
585	O60488-2;O60488	1.60234269373418	24.9755940385303	9.22962476959384	1.50624891998056e-05	0.000125150756552035	3.57971671039203
586	P64596	-1.08578500768391	28.1390917062569	-9.22759044722005	1.50870897633188e-05	0.000125150756552035	3.57799533813246
587	P26646	-1.02750140399237	29.4624427902661	-9.22465092566074	1.5122715799842e-05	0.000125232574962575	3.57550739776766
588	P0A805	-1.11863763476843	30.6350215935567	-9.21185628984552	1.52788783689472e-05	0.000126310591414035	3.56466977722829
589	P30871	-1.6510867807087	25.9267072977067	-9.20521391741281	1.53606585600142e-05	0.000126771071749115	3.55903790646481
591	P20042	1.10894723412513	29.7005977341816	9.19315159853042	1.55104185816003e-05	0.000127403613021102	3.54880101715387
595	P0A6V1	-1.23593283277807	27.4480647117164	-9.17978139504028	1.56783205802556e-05	0.000128087926622895	3.53743966819011
597	P0A759	-1.02860888243569	29.410253466376	-9.15569452843941	1.59859363438992e-05	0.000129822322919085	3.51693324765088
598	P09158	-1.12110393074083	27.8755539522413	-9.15563535893301	1.59867002356178e-05	0.000129822322919085	3.51688281233222
601	P61517	-1.46436940941243	28.1765896990618	-9.15067711259039	1.60508570406028e-05	0.000129822322919085	3.512655400424
602	P41409	-1.45222728583263	27.401776396921	-9.1427838355589	1.61535840658667e-05	0.000130436166352455	3.50592122064818
604	P69441;Q1PI83	-1.00264260093831	31.0677757946216	-9.11777723848767	1.64838994239434e-05	0.00013266264089369	3.48455136527362
605	P0AFL3	-1.25407352253995	28.8929138344871	-9.11070976325583	1.6578613485639e-05	0.00013287319475078	3.47850195411641
607	P0AB77	-1.06597632734459	29.6716052457468	-9.10890044579564	1.66029582350631e-05	0.00013287319475078	3.47695257411076
608	P75867	-1.71261096807718	24.3973148532891	-9.10768016958132	1.66193997960243e-05	0.00013287319475078	3.47590745047782
609	P27797;B4E2Y9	1.01419582812102	31.3861721554996	9.10417119293603	1.66667796349447e-05	0.000133033195082868	3.47290141856923
610	P76536	-1.47138855319373	26.1559791141218	-9.0858478302188	1.6916647440491e-05	0.00013463662570514	3.45718705775678
611	P07001	-1.01768126982654	28.8587601364896	-9.08538180311847	1.69230566356388e-05	0.00013463662570514	3.45678700754604
613	P77522	-1.99632561843241	25.5173557415486	-9.07830657737577	1.70206940788528e-05	0.000134971605085324	3.45071113001471
617	P61949	-2.04309754696001	25.479671493459	-9.04216169705392	1.75293830804726e-05	0.000138104264431406	3.41960369650243
618	P0A9D4	-1.27027540902763	27.0171468738662	-9.03560199442214	1.76235054314397e-05	0.000138621132527878	3.41394600561105
619	P09831	-1.100244367602	28.0432616497587	-9.03026048284454	1.77005643760092e-05	0.000138951705389046	3.40933621896286
620	P17117	-1.07281127999745	26.8381694098528	-9.02873071097703	1.77227026005366e-05	0.000138951705389046	3.40801554875155
621	P0AFC7	-1.1354343968271	28.124271372315	-9.02527162072058	1.77728749182429e-05	0.000139120684343927	3.40502852066009
623	P22333	-1.06273065262703	28.872223959338	-9.01071518392671	1.79857491445009e-05	0.000139925663837913	3.39244712568473
626	P0A763	-1.19233562768368	30.1911177330191	-9.00647425115934	1.80483018842747e-05	0.000139925663837913	3.38877811745132
628	P0AEX3	-2.17775532652193	23.823130407315	-9.00120948635302	1.81262932542688e-05	0.000139925663837913	3.3842211542479
629	P0A903	-1.39081176528591	28.843045537216	-8.99998299049512	1.81445162256763e-05	0.000139925663837913	3.38315920064204
632	P0ACU7	-1.56333621294701	26.7948325087404	-8.9888406963801	1.83110035459015e-05	0.000140838272526308	3.37350566292795
634	P12994	-1.38023656840043	28.2719173876154	-8.96761288245718	1.86329171370495e-05	0.000142862161203782	3.35508392933055
635	P0AB10	-1.96743891014952	24.599580545846	-8.95896113593798	1.87659221306773e-05	0.000143520597087959	3.34756444958847
637	P0AGJ9	-1.04433661529037	29.6065300058093	-8.94504807437618	1.89820333532158e-05	0.000144853475871243	3.33545833849365
638	P40925;F5H098;B9A041;P40925-2;C9JF79;B8ZZ51	1.04003905441883	29.7079002131564	8.9400287269786	1.90606778894127e-05	0.000145225635141748	3.33108667094249
639	P0A9Q9	-1.06176128850203	30.5221830490307	-8.93217187544155	1.91845107814216e-05	0.000145940386398264	3.32423915880944
640	P21888	-1.29417026111913	27.3611427646322	-8.92071643334043	1.93666700439042e-05	0.000147095911067841	3.31424553875935
644	Q92499;B4DME8;B4DPN6	1.03334188465352	29.4970275517303	8.88884875461595	1.98836283782911e-05	0.000150084344016883	3.28638306948706
645	P0ADT8	-1.13432607917864	27.631255441766	-8.87858920020515	2.00533146670374e-05	0.000151130484645688	3.27739368605072
646	Q13151	1.03684339873579	28.8908274039641	8.86059310122721	2.03548669629705e-05	0.000153027991118812	3.26160282454264
647	P0AFD6	-1.13820267657241	27.0650502285842	-8.85981291178223	2.03680539506009e-05	0.000153027991118812	3.26091758305586
648	P67603	-1.53504588396699	26.5697244695273	-8.85695211615877	2.04164893952414e-05	0.000153155177392389	3.25840447509631
650	Q57261	-1.99013932643231	24.0017376759061	-8.84378806906159	2.06410257052891e-05	0.000154363116851401	3.24683085569437
653	P0ABE2	-1.05851296221623	29.351812582922	-8.80535397632284	2.1312475359807e-05	0.000158652285947966	3.21295095702307
654	O15212;A2AB88	1.13651580847654	27.7695703846425	8.79946612363252	2.14174689461381e-05	0.000159024830099654	3.20774899727962
656	P0A9K9	-1.02585399971075	29.2290770212832	-8.79705313518416	2.14606641730863e-05	0.000159024830099654	3.20561619852243
657	P0A7G2	-1.42184551274019	28.3697884619337	-8.79190327272177	2.1553177288901e-05	0.000159256696602518	3.20106256068563
658	P23917	-1.29549417202985	26.8685692449049	-8.79166440061547	2.15574791944984e-05	0.000159256696602518	3.20085128565921
661	P33224	-1.12472400563681	27.5874395064037	-8.76755399900284	2.19966469400692e-05	0.000161763541264261	3.17949974585842
663	P45469	-2.26895234409507	24.4895884372824	-8.75731650354617	2.21861263335585e-05	0.000162664796542124	3.1704177087735
667	P0A993	-1.19793548558898	27.3301442653453	-8.72403582985735	2.28147631535923e-05	0.000166270710179329	3.14082722821329
669	P62140;E7ETD8;C9J9S3;C9JP48	1.33520986329953	27.8857224276118	8.71142735276363	2.30580820413806e-05	0.000167541609571228	3.12959033304593
670	P0AFM6	-1.32615556277301	28.3474955332393	-8.70763784167115	2.31317756393981e-05	0.000167826211019573	3.12621020578633
671	F8W914;Q9NQC3-2;Q9NQC3-5;Q9NQC3;Q9NQC3-3;H7C106;Q9NQC3-4;F8WAM4;Q9NQC3-6	1.10503412650443	29.4282225505131	8.7012143908959	2.32572902834042e-05	0.00016836080771101	3.12047767446761
672	P0A7F3	-1.06802282878994	28.7419026080584	-8.69870508943075	2.33065279412074e-05	0.00016836080771101	3.11823724914794
674	P0AC84	-1.20561906991443	26.7425859993236	-8.6967993452671	2.33440000817158e-05	0.00016836080771101	3.11653532225136
675	Q9H2U2-2;E2QRM6;Q9H2U2;H0Y9D8;Q9H2U2-3;F8WDN9;D6R967;B4DFH3	1.23340648715936	26.9803049686837	8.68152744790353	2.36467206988019e-05	0.000170230986343492	3.102884671012
678	P0A9V1	-1.50953361076622	28.0154591358939	-8.65668731172194	2.41484807795442e-05	0.000173135346709977	3.08063560475726
679	P09832	-1.37225739430817	25.5164149767632	-8.6542300081922	2.41987578535506e-05	0.000173240297387496	3.07843152343371
680	P0A9J0	-2.00660573881959	24.2411366001771	-8.65051919160489	2.4274903067429e-05	0.000173529858545253	3.07510204307692
682	P0AFU8	-1.14107180699986	27.5662107450824	-8.64249572947236	2.44404561504034e-05	0.000173985213634577	3.06789874021447
686	P16700	-2.54868578895031	22.4618145437486	-8.63547188053365	2.45864154450372e-05	0.000174219483204557	3.06158797177692
687	P69407	-1.81100459147009	27.0822536658579	-8.63071385010552	2.46858408898412e-05	0.000174669392380667	3.05731038907675
689	P63167;F8VXL2;F8VRV5	1.14692735792975	27.3612030606813	8.61396046195353	2.50395032617312e-05	0.00017665751140098	3.04223195086553
691	P61175	-1.04297078371972	31.9971134319743	-8.61336045900777	2.52587355912612e-05	0.000177651513800435	3.03462877176872
692	P21151	-1.33717458210535	27.0020537056446	-8.60225115986756	2.52900324110061e-05	0.000177651513800435	3.03167779745402
693	P60716	-1.39492931541277	26.8219165591951	-8.59413206759864	2.54653837028386e-05	0.000178550180124281	3.02435216585826
695	P23865	-1.26914053004173	26.5112842627542	-8.58758933338972	2.56076743533458e-05	0.000179106338174984	3.0184443598954
698	P09546	-1.24477066361941	26.1403857991627	-8.57339924625612	2.59193288205967e-05	0.000180506959021376	3.00561756996052
701	P60390	-1.65521961481647	24.9011561287095	-8.55526406070944	2.63237890592338e-05	0.000182539142106898	2.98919724010006
702	P0A877	-1.31467316520032	25.7330425413659	-8.54714653194875	2.65071014740679e-05	0.000183403532327232	2.9818372976948
704	P36672	-1.12408118062658	27.6487652713386	-8.54474389104639	2.65616306847092e-05	0.000183403532327232	2.97965770031829
706	P0AFA2	-1.55085111317616	26.3088863132015	-8.53876569916254	2.66978513248013e-05	0.000184055775595769	2.97423212250917
708	P0A7E3	-1.56833675522257	25.6085665173071	-8.51717917415217	2.71962370110444e-05	0.000186988554612004	2.95461298095605
709	P69829	-1.52971189103009	26.0711613684021	-8.51152414925463	2.73285041330377e-05	0.000187586284748274	2.94946608028715
710	P0A7D1	-1.86369187385478	25.1545065191546	-8.51016701297976	2.73603529904395e-05	0.000187586284748274	2.94823043771966
711	P0ACI0	-1.27727092958984	27.3490355224643	-8.50512525119819	2.74790336637958e-05	0.000188023107597956	2.94363849915671
713	P28904	-1.04907249497392	28.5378657693625	-8.50134740079039	2.75683378250981e-05	0.00018821585697725	2.9401961297062
714	P0ADP2	-2.00662746553804	23.282819655533	-8.49620534489886	2.76904095245393e-05	0.000188572810242233	2.93550852693677
707	P76187	-1.74682733460601	28.908794294706	-8.69219684594225	2.77848969587595e-05	0.000188898439323818	2.96584588491116
716	P46853	-1.01550526855064	27.1313749875578	-8.48531193601613	2.79510088439787e-05	0.000189762365908632	2.9255695930496
721	P32705	-1.31935574257588	25.5936624044721	-8.45560796644451	2.86755762356116e-05	0.0001933314508756	2.89841097167766
723	P17445	-1.08537129751218	27.2064145711867	-8.43998659615163	2.90649931310051e-05	0.000195414843167104	2.88409446549723
725	P60240	-1.22652055244286	27.3497325569762	-8.43677889514663	2.9145682072541e-05	0.000195416773178789	2.88115182089498
727	P37108;H0YLA2	1.04611301412476	30.9067236085362	8.42702658066729	2.93925334674256e-05	0.000196227387468102	2.87219930627185
